0.739684 meta= ffff88002d84c800 pi= 2 cwnd= 10 packetsout 1
0.940945 meta= ffff88002d84c800 pi= 2 cwnd= 10 packetsout 0
1.14236 meta= ffff88002d84c800 pi= 2 cwnd= 10 packetsout 0
1.14238 meta= ffff88002d84c800 pi= 2 cwnd= 10 packetsout 1
1.14252 meta= ffff88002d84c800 pi= 2 cwnd= 10 packetsout 2
1.14253 meta= ffff88002d84c800 pi= 2 cwnd= 10 packetsout 3
1.14285 meta= ffff88002d84c800 pi= 2 cwnd= 10 packetsout 4
1.14286 meta= ffff88002d84c800 pi= 2 cwnd= 10 packetsout 5
1.14304 meta= ffff88002d84c800 pi= 2 cwnd= 10 packetsout 6
1.14305 meta= ffff88002d84c800 pi= 2 cwnd= 10 packetsout 7
1.14329 meta= ffff88002d84c800 pi= 2 cwnd= 10 packetsout 8
1.1433 meta= ffff88002d84c800 pi= 2 cwnd= 10 packetsout 9
1.34425 meta= ffff88002d84c800 pi= 2 cwnd= 10 packetsout 9
1.34427 meta= ffff88002d84c800 pi= 2 cwnd= 10 packetsout 9
1.34447 meta= ffff88002d84c800 pi= 2 cwnd= 12 packetsout 8
1.34448 meta= ffff88002d84c800 pi= 2 cwnd= 12 packetsout 9
1.3447 meta= ffff88002d84c800 pi= 2 cwnd= 16 packetsout 6
1.3447 meta= ffff88002d84c800 pi= 2 cwnd= 16 packetsout 7
1.34495 meta= ffff88002d84c800 pi= 2 cwnd= 17 packetsout 7
1.34496 meta= ffff88002d84c800 pi= 2 cwnd= 17 packetsout 8
1.34521 meta= ffff88002d84c800 pi= 2 cwnd= 18 packetsout 8
1.34521 meta= ffff88002d84c800 pi= 2 cwnd= 18 packetsout 9
1.34545 meta= ffff88002d84c800 pi= 2 cwnd= 18 packetsout 10
1.34546 meta= ffff88002d84c800 pi= 2 cwnd= 18 packetsout 11
1.34571 meta= ffff88002d84c800 pi= 2 cwnd= 18 packetsout 12
1.34571 meta= ffff88002d84c800 pi= 2 cwnd= 18 packetsout 13
1.34596 meta= ffff88002d84c800 pi= 2 cwnd= 18 packetsout 14
1.34597 meta= ffff88002d84c800 pi= 2 cwnd= 18 packetsout 15
1.34621 meta= ffff88002d84c800 pi= 2 cwnd= 18 packetsout 16
1.34622 meta= ffff88002d84c800 pi= 2 cwnd= 18 packetsout 17
1.54594 meta= ffff88002d84c800 pi= 2 cwnd= 14 packetsout 13
1.54596 meta= ffff88002d84c800 pi= 2 cwnd= 15 packetsout 13
1.54629 meta= ffff88002d84c800 pi= 2 cwnd= 16 packetsout 13
1.5463 meta= ffff88002d84c800 pi= 2 cwnd= 16 packetsout 14
1.54646 meta= ffff88002d84c800 pi= 2 cwnd= 18 packetsout 13
1.54647 meta= ffff88002d84c800 pi= 2 cwnd= 18 packetsout 14
1.54673 meta= ffff88002d84c800 pi= 2 cwnd= 20 packetsout 13
1.54674 meta= ffff88002d84c800 pi= 2 cwnd= 20 packetsout 14
1.54698 meta= ffff88002d84c800 pi= 2 cwnd= 22 packetsout 13
1.54698 meta= ffff88002d84c800 pi= 2 cwnd= 22 packetsout 14
1.54723 meta= ffff88002d84c800 pi= 2 cwnd= 24 packetsout 13
1.54723 meta= ffff88002d84c800 pi= 2 cwnd= 24 packetsout 14
1.54748 meta= ffff88002d84c800 pi= 2 cwnd= 25 packetsout 14
1.54749 meta= ffff88002d84c800 pi= 2 cwnd= 25 packetsout 15
1.54774 meta= ffff88002d84c800 pi= 2 cwnd= 27 packetsout 14
1.54774 meta= ffff88002d84c800 pi= 2 cwnd= 27 packetsout 15
1.54799 meta= ffff88002d84c800 pi= 2 cwnd= 27 packetsout 16
1.54799 meta= ffff88002d84c800 pi= 2 cwnd= 27 packetsout 17
1.54827 meta= ffff88002d84c800 pi= 2 cwnd= 27 packetsout 18
1.54828 meta= ffff88002d84c800 pi= 2 cwnd= 27 packetsout 19
1.5485 meta= ffff88002d84c800 pi= 2 cwnd= 27 packetsout 20
1.5485 meta= ffff88002d84c800 pi= 2 cwnd= 27 packetsout 21
1.54876 meta= ffff88002d84c800 pi= 2 cwnd= 27 packetsout 22
1.54877 meta= ffff88002d84c800 pi= 2 cwnd= 27 packetsout 23
1.54903 meta= ffff88002d84c800 pi= 2 cwnd= 27 packetsout 24
1.54904 meta= ffff88002d84c800 pi= 2 cwnd= 27 packetsout 25
1.54928 meta= ffff88002d84c800 pi= 2 cwnd= 27 packetsout 26
1.74891 meta= ffff88002d84c800 pi= 2 cwnd= 29 packetsout 25
1.74892 meta= ffff88002d84c800 pi= 2 cwnd= 29 packetsout 26 cwnd_reduced(rcv_buf)
1.74896 meta= ffff88002d84c800 pi= 2 cwnd= 32 packetsout 18
1.7491 meta= ffff88002d84c800 pi= 2 cwnd= 35 packetsout 16
1.74912 meta= ffff88002d84c800 pi= 2 cwnd= 35 packetsout 17
1.74937 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 13
1.74938 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 14
1.74969 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 13
1.7497 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 14
1.74987 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 13
1.74988 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 14
1.75012 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 13
1.75013 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 14
1.75038 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 13
1.75039 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 14
1.75063 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 14
1.75064 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 15
1.75092 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 16
1.75093 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 17
1.75113 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 18
1.75114 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 19
1.75146 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 20
1.75147 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 21
1.7517 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 22
1.7517 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 23
1.75196 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 24
1.75196 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 25
1.7522 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 26
1.7522 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 27
1.75247 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 28
1.75247 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 29
1.75271 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 30
1.75272 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 31
1.75303 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 32
1.75303 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 33
1.75326 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 34
1.75327 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 35
1.75354 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 36
1.75355 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 37
1.95022 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 36
1.95023 meta= ffff88002d84c800 pi= 2 cwnd= 38 packetsout 37
1.95046 meta= ffff88002d84c800 pi= 2 cwnd= 41 packetsout 35
1.95046 meta= ffff88002d84c800 pi= 2 cwnd= 41 packetsout 36
1.95077 meta= ffff88002d84c800 pi= 2 cwnd= 42 packetsout 36
1.95078 meta= ffff88002d84c800 pi= 2 cwnd= 42 packetsout 37
1.95097 meta= ffff88002d84c800 pi= 2 cwnd= 46 packetsout 34
1.95097 meta= ffff88002d84c800 pi= 2 cwnd= 46 packetsout 35
1.95123 meta= ffff88002d84c800 pi= 2 cwnd= 47 packetsout 35
1.95124 meta= ffff88002d84c800 pi= 2 cwnd= 47 packetsout 36
1.95148 meta= ffff88002d84c800 pi= 2 cwnd= 49 packetsout 35
1.95148 meta= ffff88002d84c800 pi= 2 cwnd= 49 packetsout 36
